id,name,lat,lng
4bc8135ec06d4a0d875ee1413037a4f9,"Dibbert, West and Wintheiser",59.33379803,18.04127445
f9005013702645f696b6d43d0a49c50a,Becker and Sons,59.32884506,18.10857328
8bacdaa1d2d34c729db8389a3c8db4c8,"Stiedemann, Schaefer and Barrows",59.37563131,18.03010257
9aeb1fd1f99f44d4b91adf0de98a2fab,"DuBuque, Lakin and Tromp",59.33394983,18.06776733
669b84a050494122860959c6d5e6af27,Luettgen-Spencer,59.31566577,18.10478995
2683b3ebdeeb4aa0ac27ac60e6518ce6,"Weissnat, Johnston and Smitham",59.33234034,18.07194611
581b32ebbfcf45e7bca8dc44f11bb5dc,Larson LLC,59.3457749,18.06960289
605b8a989f484b139a0a66c3714a9aa7,"Nolan, Prohaska and Vandervort",59.33241807,18.0847128
f261e7b1509444e595da67359366ac15,Kemmer-Herzog,59.33639274,18.06932064
0e79287c6e8349c7a97bd28db103e79a,Reichert-Hamill,59.30530979,18.03366508
937d03bb58b44bbc8bd97033f58405e0,O'Hara-Deckow,59.33551092,18.05123022
3983f718b35c40a595bfd1c70ddd10a0,"Upton, Klocko and Weimann",59.33025166,18.08562641
f13b9827c370407c87f6997109465597,Christiansen-Dickens,59.32789049,18.11218714
e9d8da8d369b4c849d3698c5e27002df,"Kuphal, Brakus and Lang",59.32619094,18.05845079
5470a7faf8084d918c93ce8102ef2e53,Bergnaum-Schimmel,59.33468805,18.05433937
ac06c04ac0344215ba2c04b63792d7ec,Sporer Ltd,59.31165754,18.03986587
43355747f12647e195be2f30ac18e9a7,Tillman-Grant,59.3373595,18.0721345
1bc8b4012233465a8d9224a035b95b64,Durgan Ltd,59.32810896,18.05681153
e9762c3e54594972978a9d0180aa25e6,"Jacobson, Thiel and Runte",59.33197553,18.05923071
d6746a72479e4b6d812d2bec7ad84172,Schneider-Lowe,59.34706656,18.06488808
866ecacfada64d2594fc10efe467070d,Durgan and Sons,59.36700673,18.12329175
7f0e48d2c3be4dcba477d7f9b63b0f29,"Hilll, Schmitt and Kulas",59.33659186,18.06365828
b9ba00242df345ccb89798d15e1531a4,"Schiller, Rath and Rippin",59.32592718,18.04759459
4dada18fa03a4dbdba20aebba52965a1,"DuBuque, Sauer and Predovic",59.35601592,18.04267495
c74767e7a20540f9b20f5b22bd8915ec,"Dickens, Veum and Hudson",59.27565383,18.12956506
fa659f2852d9478f9d987d8cad910fbb,Bauch-Rice,59.32543907,18.06688754
6e4d10d1656143b5ac111ab433a07ba1,Thiel-Reynolds,59.35820157,18.10502682
9098168fbef3431caa24f7b26eba6138,Feil-O'Kon,59.39209794,18.04298806
1ce87e93ccbb4bb29edbcd65dcdf4ae8,Volkman LLC,59.37210074,18.07906676
e7f1c768d0cc4a3db802af141f212f69,West PLC,59.3094139,18.09407537
9c287b51a953443f9c744134c886f923,Rosenbaum and Sons,59.36703372,18.00131993
83654e17bdc5417aaf7360f5d14db125,Larson-Bartoletti,59.34804652,18.0423805
09c5299b03384abcb7ad7836c745322b,Nitzsche PLC,59.33266825,18.06573314
6a81dc61f37e42f5b1cd5a160b10d884,Abernathy-Walker,59.31827776,18.16006154
0a8a5b797c384eafb289d9ec41c9c773,"Upton, Cronin and Ankunding",59.30894011,18.00643849
4a5167918ae0436cac7cdb29816234b3,Harber-Farrell,59.35117362,18.0506496
9441ac3b5bd24581b250105343acbbcf,McCullough-Schiller,59.33319512,18.06479512
863837dfb18649f79fa16c2d3707f89d,"Cruickshank, McLaughlin and Goldner",59.33313961,18.06468651
52658d0540dd4cc690737e1b854e871d,Beer Ltd,59.32445038,18.10886177
e706a10af76f4fa7b0991e72f472a127,Medhurst-Funk,59.33278362,18.06861575
76c31792c54044c18d70b5a8f8455853,"Lindgren, Langosh and Lebsack",59.33091485,18.05503768
fe97bbba0bce406b9032c5d0e200899e,Oberbrunner Ltd,59.33475152,18.06693854
1e83021cc6ac42889cb0c89372494ee4,"Donnelly, Veum and Grant",59.34350674,18.081364
a74597fa56964799a9c016dc036a9c28,Brown and Sons,59.32993389,18.07270156
3aa01a8cac374fc180c0dff5978af613,Roberts Group,59.31688215,18.06846425
bf4c172c425a417680050ec813797628,Ortiz Group,59.33396601,18.06394621
16ba2067f44243458b7ca348f2484dde,Koss-Von,59.33410592,18.07210198
2ddd2a710d9048ee8e37d9325d0fec19,Hauck-Kertzmann,59.33094083,18.05379709
aad983b663864e0e88cb16f23f758fbc,"Cremin, Tillman and Kihn",59.32074666,18.00343632
5ad8adf83b0c4c06a2cf2e870e4ca285,Watsica-Hackett,59.33979136,18.04286131
c6152feb381443fea78758ea3d143336,Kessler Group,59.30639709,18.08010382
8c3f4cd6a152484e83ab3e92f502bc75,Schulist Group,59.33146982,18.06472388
d3d7bf71a8334bfd8c0aeac6dd5750c8,"Gibson, Howell and Hegmann",59.29940049,18.0639319
f5200188ef314b298d7ae20e26ff939d,Casper-Cummerata,59.27781248,18.13029281
1fd257432dad489084dde8a38c14aeb4,Hagenes-Windler,59.33270272,18.06507708
1ce7781638684b129ae7c64be241cbd2,Bernhard-Moen,59.33191656,18.05128745
a11211026d424c5392d7c455aef248c6,Harvey-Schaefer,59.33131416,18.0755843
5f49257173f949a899e117bff30221f4,Schaefer Inc,59.31177024,18.05358274
afa20d7f67b34b668a08345aa121917d,"Stamm, Heaney and Lang",59.33092239,18.07580349
085e6163fedb4c84a9bc1226123c953f,Block LLC,59.32612068,18.04691864
8d0bdaef48b24a9fbbbb6787fdb07604,Koepp-Stroman,59.38780705,18.1033969
ca3dbeb660fd4c6cae820798022490c6,Beer-Nikolaus,59.33140435,18.07168863
d91babfdb3574561a25e636d1687d459,Bins Ltd,59.3244952,18.0529879
529b9a971bba444e95313787664a9365,Sporer-Gottlieb,59.34463128,18.05555383
6f58b440e4434fe0b6a75b9a637cde27,"Fisher, Rolfson and Stamm",59.29992626,18.12510774
e7bed818bf634dba808fbba2e388a8b7,Dooley LLC,59.33253374,18.0649507
a445965817a64d0e9dadc0e0785d5eb3,Kunze-Hermann,59.3211295,18.06240422
671347ddfa5441889d1ed01efbf2ba99,Ullrich Group,59.34478536,18.07237579
bd8adb86c4e440e7a0bc625dd3f70b23,"Cremin, Daniel and Zemlak",59.39276488,18.04159912
273f97583578492abf7bbaaf4e58189b,Maggio-O'Reilly,59.32173681,18.08018942
fba02d54f4b74f078b84755bff9983f5,"Cormier, Barton and Reynolds",59.33247094,18.05630965
4d7361e6abe44a3eaa826bf14792c3c1,Swift-Harber,59.36273838,18.03276208
76b0120ef84c41a4817c7d3487193c25,"Wehner, Beahan and D'Amore",59.34698364,18.04750374
90ea6440acab46b5afc28bb6b77a30c1,"Walter, Torp and Spencer",59.32758153,18.06899458
c5176701f38e4cd5a990f9ee9e7da3ed,Keeling-Walker,59.29256636,18.038791
3aeaf883cdb4450cb7a5419ab0ae5b35,O'Conner PLC,59.32553819,18.05801104
51b6ff930c7649259eadd571f1cc27a9,Bruen Group,59.28811317,18.10005645
a16c069a8d0f4d89adb4c2482ea08e25,"Bosco, Schamberger and Bradtke",59.32707534,18.10420784
6a183a0cf7824730bf812b9e63c69803,Wilderman-Rosenbaum,59.32138797,18.10177811
69d7e3e85cf2484fbad755826c6da2ff,Haley Ltd,59.33325618,18.06571365
02649a298427441b865381fa46a2007a,"Turcotte, O'Keefe and Metz",59.31958635,18.05402021
a79b0785ebc3415a85c3a080d9236d6a,Daniel PLC,59.34462234,18.08412876
cc794c3455b0473a9f50c333b997caa6,Nolan-Rice,59.35351026,18.08034045
97dd5b7cc6714e71a8d07366c455922d,"Mraz, Anderson and Kutch",59.25425279,18.05562806
6247e01b478346c68c0b2b651c4bea12,Rogahn-Rogahn,59.31892921,18.05154581
d1e1d08840964abdb75bf98eb7d9b4d0,Champlin-Boyle,59.33453089,18.06370373
814b35686e334c44bba3df3460503a0b,Kuphal-Hane,59.29636474,18.11728848
77241311c57446efa58ad6c2e1958901,"Breitenberg, Leffler and Spencer",59.3293681,18.05495938
5e853dde6ac141a4850eb8d6d875a051,"Blick, O'Reilly and Hudson",59.3765701,18.04937745
0f4142800e8c4d058bf4a6bc8eeb2e20,Runte Group,59.34697255,18.06394252
488cd65a2eef419cb15e11aec3142f50,"Dicki, Murazik and Hettinger",59.31004209,17.98290585
2f116fde06804a72a5c0375275e1cec0,Schimmel-Stiedemann,59.31619315,18.14492086
28aa602dad714493b83406a2d5fdf511,"Treutel, Rosenbaum and Howell",59.30697571,18.06758738
224abcdba06c4b09b89d18dbf400cbb0,Kris Ltd,59.31398073,18.08264406
2c148d0f375e4f47a57ad9e54798baeb,"Jacobi, McCullough and Walter",59.32462039,18.03506981
81d0aa40c64f44a8b1d60ec4e5161a22,Halvorson and Sons,59.32243672,18.06259281
ad9f2d1f8fbb416984fc4e69b12d850b,Kilback-Cronin,59.33910514,18.04731901
cae2fc421b18461ab92b58ada2a5e911,Hermann and Sons,59.33422469,18.05585364
a3b4fe49a7e94269bb15eb2f332af8e5,"Kunde, Rowe and Farrell",59.33178324,18.06387243
ff37a9cd43024ad092cd1c9d5bf6e8e3,"Marks, Dibbert and Goodwin",59.33317185,18.04575294
40f9793070544724b8379eb620383f07,"Abbott, Satterfield and White",59.33955059,18.03579044
d33b78cd4dd34bcca1a0a327d2ded964,"Bailey, Bernhard and Mante",59.36024137,18.08207044
4db86c3ab74c443ba8036644b7f18eeb,Franecki Inc,59.32986115,18.05105279
5a33c613129a44558f8d586e713b50ac,Connelly PLC,59.3337191,18.06492034
737afb61a2bb4985a55273b18add1034,"Lockman, Stokes and Jerde",59.32623473,18.08410687
9ca7ac3fc990470daea3a80b6a0e96e3,"Stamm, Dooley and Huels",59.29865348,18.05077443
2fdd440824574dc2a780cbaa7c45bd52,Swaniawski PLC,59.35700799,18.03963767
e7161c7683754119b2cfffe781cc9970,Wiza-Kuphal,59.33689509,18.05572282
b926b59d636e40dda50f8bc0000d180e,"Nader, Welch and Bogisich",59.34722599,18.03715165
f784be0b2d3b49e0882888aca18bf205,"Wiza, Herzog and Osinski",59.29529272,18.08248206
d32693b2b93d4ea286f7c8db4e54e8a3,Feil-Bernhard,59.34084824,18.05533951
42aedd5248d749b6b5772edf25710158,Smitham Inc,59.32876765,18.06892497
f5dd3461aff8453fb2fbc9beaa36faf5,Steuber Group,59.26971208,18.07891463
8c05f02965284f3ca6fcb6832d7be64b,"Hirthe, Raynor and Ferry",59.3469634,18.01328407
b2dacf52e552409b8f009c3af47289ad,Upton and Sons,59.31389234,18.08994141
66e6ea46d3f84c16b6caf82b337b4ac6,Douglas-Willms,59.37088255,18.0124807
8775d7ac90144260bff82a93a97798b8,"Purdy, Klocko and Konopelski",59.3350168,18.0605002
d54180f213e745de8b1c6e60db4e9f63,Orn PLC,59.38174266,18.11226649
fcbad309b2654a74962b742879265d73,Botsford-Ullrich,59.3607481,18.05438583
9c3cefb7d9de43d5b82d093fabe20753,Friesen Inc,59.31362729,18.09481255
83fa4c22090b466aacec7c0084105c68,Hammes Group,59.32739443,18.06730175
19fc70f4109d48f5b71599a6204b63cf,"Koch, Reichel and Collier",59.34366009,18.11919811
3f4f8e839d744a1aa73ff29939971704,Conn-Spencer,59.37248293,18.07825721
b5efc457052c4aeb8f3810eb0fa31f1f,Okuneva-Schoen,59.32684438,18.06845862
0651c5ae09dd4720ba48f283c7a1637d,"Fritsch, Kovacek and Langworth",59.33235893,18.06192265
b4753ac896a1460dacc4d3b95e05e906,Ruecker-Mitchell,59.33033642,18.06912325
829959cb200346eab1f8ec479acc99a0,"Sipes, Jakubowski and Murray",59.3114135,18.04530424
1c0304cb513b43a892d5657963d97adf,Conroy and Sons,59.26336805,18.13420062
c1e006e3bf174be9ba1734b1e14cc86b,"Schneider, Reichel and Pagac",59.33106384,18.06012805
adcc32bf54894a489f462e6ab05cc5b4,Roob Group,59.33274525,18.06498543
c3eb95884b7b4e7f87b87557c3764ffc,Pfannerstill-Watsica,59.3209951,18.06467331
70968204f4da489ca69a53fd886984f7,Douglas-Stoltenberg,59.36961362,18.09641125
290095af9b784d5aa52debd47d2fd483,Borer-Luettgen,59.31749084,18.09543882
6c64a0cf025c4b4b8dbeb9adbd46aabd,Emard and Sons,59.35465507,18.08263698
847ef7b7400846b7a65acdfbf7ccc477,Hagenes-Powlowski,59.30167429,18.12217706
8d2eb292c7664d4681626dfcaa43df7d,Bogan-Hegmann,59.35197602,18.08453325
eec34f46fa31486ba2e75e30d0a9a154,Hills PLC,59.38183829,18.04173214
b241206eb00948879a5e738e9bce5840,Herman Inc,59.34695284,18.06414453
6eae2c9884234120ac443d41eb90c49a,Walker-Nicolas,59.24745356,18.04575445
b297dc1b681b47c6ba8bbc813d29e7f8,"Schuster, Steuber and Harvey",59.31864191,17.98094677
1d9fcd8362494d408c334a7386de65fb,Botsford Ltd,59.34708693,18.05686286
5a13247179134ca0993dade23892e5c1,Feeney LLC,59.26976344,18.06426799
627a904a43654b658b47b7180e749190,Bernier Ltd,59.34371695,18.07294129
79d1fefad09442c9af0841bb3bad6ac7,Anderson-Balistreri,59.36597776,18.0885107
9bdefb7246424831be1753b4b5612d69,Wilkinson-Corwin,59.27209072,17.98888293
7266c52b9dcc474ea81efa4ebc64097e,Langosh-Kuvalis,59.35175525,18.03080699
7b5cf81281c440b681e16394f769749c,Marvin PLC,59.34485886,18.06094472
d6da1523942f4312bb39edffa6f2d75e,"Kuphal, Nikolaus and Kuphal",59.33320981,18.0630519
2cee05d747b74932978ae323165ef3ca,Batz and Sons,59.32821512,17.99812578
a4d795c26ec8450fa0aecb46a6f57566,"Reynolds, Cormier and Stracke",59.32451905,18.02889413
4843e8354def49b5980c61213e554d5c,Kris-Halvorson,59.33019273,18.06289776
16f09869ba194248ad5fa37b9119ff3e,Murray-Fahey,59.33130907,18.08541174
eb252648305b4a50ad240aeb2e45dc77,Blanda and Sons,59.32484796,18.06054468
6724d2e088584e62af810e1e0072d506,Denesik Inc,59.25822804,18.09681488
7a5af6d8041545eeba0b5e3af8ff3430,Weber-Thompson,59.33457627,18.06527618
5902233da25f4166b69eb0d731badf8d,"Mills, Medhurst and Rutherford",59.30611887,18.11292904
e5939268e1f0497681b946d41df03cee,"Anderson, Parker and Hahn",59.33803239,18.08198626
4de0c5ef3fc24707b688353f6b391ce8,"Miller, West and Greenholt",59.28094363,18.09580377
18d94876bb24490883c6861a9da08a44,"Cruickshank, Botsford and Macejkovic",59.29332493,18.11210517
2e7f1ae0cec14fb394fd353c90d9c83f,Maggio-Heller,59.32919431,18.06740917
3c3648d74ceb4592b831e51fa0ca54e2,Lubowitz-Abbott,59.32697383,18.06402192
ed06f9ebe6924af0abe2f020b744ba3a,McDermott LLC,59.31277365,18.07520388
21b1709a2fdb41909b92277d0b7bafbb,"Marks, Collier and Moen",59.35566336,18.04374448
b9b13aff58c4475e955d95d0ba98d7a3,Thiel and Sons,59.30958394,18.0390096
7c28820470d04e16bbff9471724b7a0f,Yost PLC,59.33020201,18.05442261
227e5e98307c4fdfb6b2bab98bad0c72,Schoen-Walker,59.32319369,18.05506769
66f68116d5d0419a941ee2948d053475,Wolf LLC,59.33407779,18.04136576
882fd32b55144309b03eb380c04278b6,Spencer and Sons,59.45190452,18.03977012
1a8ca62259a64a53bd8e9777f85b9362,Oberbrunner Inc,59.41399372,18.04976891
311fab97d7d84a86b75a6150beaaf423,"Pagac, Ziemann and Kutch",59.31744052,18.09567076
579e84381ed6401aa0532e72d1a68278,Skiles-Brown,59.3237395,18.07735889
d07681d2b58c481c9288e912e5921291,Brekke-Hoppe,59.29571804,18.08586391
8d3211e647aa40389f22fe43284af6ba,"Toy, O'Keefe and Murray",59.33036359,18.05868897
ec6ab2107a9445dc8ef2fefd5cae33d0,Kunde-Breitenberg,59.3849353,18.09364145
b256a4746b204ee59cae918be1cafb53,Connelly-Mitchell,59.32831017,18.12503697
a6833fa4a37e4300904c3d8fd18d980b,Kilback Group,59.32848381,18.06821983
69956f2cda7d4478815c63a3befa4f57,Donnelly-Feil,59.40255648,18.13517902
5a89a5c03ad84ed8832af3b760cf81f7,Cole LLC,59.35576972,18.08817284
097de1a351bf47a1a6a792a7ef2e7a1b,Medhurst-Schinner,59.34360816,18.03131
04dc67b83c2e44bda1eb700d10f4b522,"Blanda, Gorczany and McDermott",59.32250157,18.0577249
22484dffa5d24b1aa14df5d709233290,"Baumbach, Zulauf and Luettgen",59.3354778,18.06395701
2a15ced7d02e4737973a963912c76de8,"Turner, Conroy and Gislason",59.33257209,18.06448886
4c2299f12f9b4a72a4441479cf96ec54,Lubowitz-Mayer,59.34246601,18.05237882
fefdd97240c741e99afda26469348023,Jaskolski-Murray,59.36825383,18.07824818
e506c02057f249a789928e2442295125,Gusikowski-Bosco,59.39313436,18.08030038
b8140181da894f549ddaf2ad6760f110,Lind-Green,59.33258494,18.06489584
739f009c62834773aa9bfdf8cf79a8a4,"Champlin, Murphy and O'Conner",59.33454464,18.05554305
5a3bd502c248486fa3500870f717df11,Okuneva Inc,59.33454038,18.07017377
077f3b8d80364b7ab947101a8a0cbe39,"Weissnat, Kirlin and Kunde",59.36675863,18.05508856
684680d5a23f4785b358d5ae3abbccdd,"Kiehn, Fritsch and Quitzon",59.34037792,18.10644605
0d8dda72af6f47d0ab4a136db8365203,"Rau, Schulist and Leannon",59.33053455,18.07749018
457b16d8b82945c980ad2c827112729a,Crona LLC,59.26083836,18.12412287
df719de8f7df4e1387c3286bfea995ee,"Windler, Renner and Mertz",59.37694506,17.96606521
1452448bc1084f4ab584070c777e2016,Parker-Bernhard,59.33313937,18.0624333
77ccbe47aee0407496dafcdf19bcfdfc,"Anderson, Reynolds and Jacobs",59.33979581,18.08815199
5c05844b52dc4d49bc3053c4c1e56435,Feest Inc,59.33263232,18.06572978
737d3161ca5b45ec9d77dbcb66f948ce,Leuschke-Bradtke,59.30753927,18.06067816
60d308a18d514f258f6ee494271f575b,"Watsica, Berge and Smitham",59.34787075,17.99830324
b17d82e29d5746b5957e59dcd2ef20c4,"Stokes, Schiller and Boyer",59.33149647,18.07238287
2ac4d0eaa14949e282b480f427c6235a,Jewess Group,59.34601281,18.06832395
2fadc9c75e174a13bef95f0bd0a5ca0f,"Howell, Funk and Brakus",59.33938788,18.07004432
ae5cd4efc70d406bb5e4e1b8447f0d2f,Kerluke-Murazik,59.32394527,18.05434095
b63db160e4b44478b485257da83e1be4,Collier-Champlin,59.28956707,18.07220882
8bcd92f3dd2240a8ae56a40cf28860d7,Leannon Inc,59.38019473,18.09254948
9e78dea281584c0baafc9ce3f6538914,Schamberger-Kessler,59.33224474,18.06749955
3e725a05e83b48ce83abcad8c7811e2a,Blick Inc,59.32377041,18.04074964
a44a81b3fd1d4b64ab8f968294cc6f36,Beatty PLC,59.30087376,18.0480138
317718a8c0f74dd98a7bee40b3346674,"Stanton, Bogisich and Keebler",59.33660749,18.06803646
7d0dc9422d34401d84f2e30111005c52,"Goldner, Bayer and Johnston",59.31112309,18.0553081
349f1e13db8b454592ab2d08d282678b,"Macejkovic, Robel and Wuckert",59.3382975,18.06990705
c465598206ca420989710e1a3c99a432,"O'Conner, Bahringer and Russel",59.33056952,18.06952732
1527465e2d85493180559b1d63534be2,West-Hamill,59.33296222,18.059268
963c2f0191aa4ce5afecc748578f077a,Mraz and Sons,59.36671541,18.06875282
921413b6c0404160bcef09d5bf838112,Kilback Group,59.35966093,18.05660089
a0905011ef384061a217211ca800c08f,Ebert-Sanford,59.33013856,18.06564155
f058fe36f47247b984c741243ab7df20,Swift Group,59.35026087,18.05953835
11b0c1bbbf6c40d39d50193f0352acb8,Zieme Ltd,59.33453876,18.04654146
c1aa9043348d4e4399cbc961043f61b2,"Funk, Sporer and Crist",59.33312981,18.07153908
0cc618014a8b4134a9946c7b79df7023,"Treutel, Bayer and Rath",59.40952354,18.07556366
e7d76a38f8b140509105cf4f32328c76,"Olson, Lindgren and Littel",59.29345671,18.0852939
eda4cf26d5014706b8817a84254123b7,Zemlak Group,59.34838225,18.07588466
2dd4e915e9d244d1ba0657c3096caa31,Cronin PLC,59.34158401,18.04798498
53c859fdf9b84dd89a5e1fb23f7cc92b,Wilkinson PLC,59.3585303,18.12870839
